filename,foreground,background,is_train
2ad489c11ed8b77a9d8a2339ac64ffc38e79281c03a2507db4688fd3186c0fe5.png,white,black,True
139946af9e2c7ef4f0298e622b831dbef5e5c0cd088eb5bc3382f8df9355443d.png,white,black,True
df9a4212ecb67bb4e58eba62f293b91f9d6f1dde73e38fa891c75661d419fc97.png,white,black,True
12aeefb1b522b283819b12e4cfaf6b13c1264c0aadac3412b4edd2ace304cb40.png,white,black,True
6c85029f850d392791e13f74963391054ff54e508967bbd091ee510e9e58e011.png,white,black,True
f43169e3d8b4f71e687945b9e72cbfdfe2e40e68842568e6a30c60d64c1378b6.png,white,black,True
5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590.png,white,black,True
5cc036b65f7f2d5480e2be111a561f3713ac021683a9a9138dc49492a29ce856.png,white,black,True
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3.png,white,black,False
072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81.png,white,black,True
fc345dac2205deb169bd70197f07f053bada80b61ffa69fdfb490758323ead69.png,white,black,True
29780b28e6a75fac7b96f164a1580666513199794f1b19a5df8587fe0cb59b67.png,white,black,True
c15c652c08153fb781a5349123ab8f80bb2a8680a41eb8e89e547ae01b7a5441.png,white,black,True
094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380.png,white,black,True
4948e3dfe0483c2198b9616612071ead5474dffd223071cf0a567aea9aca0b9e.png,white,black,True
ec031f176dafe0b36547068ce42eab39428ec7995dac1b3ea52d1db79b61fdeb.png,white,black,True
e66a97b2c77f3d66a7d3cebbc6a36c8c6259368a397f7b67647ed80ad53aa776.png,white,black,True
db45946a4412a2137674ec075b6892ccd682b77826aba618210569bbc65cf2b0.png,white,black,True
ba3997edd3fcb2f823ecdf870d2b607f08bff848f72a5cf72340bae5aca7c5ce.png,white,black,True
777f7c4269279951ae05b56e806745e613297d411d048c0bce8964afd7d71a4b.png,white,black,True
2817299fd3b88670e86a9db5651ba24333c299d1d41e5491aabfcd95aee84174.png,white,black,True
a102535b0e88374bea4a1cfd9ee7cb3822ff54f4ab2a9845d428ec22f9ee2288.png,white,black,True
9e4f8ec60a0d622a02c0e16eedcc0101f88ddefbcec2383946c4572b57a1e43a.png,white,black,True
a6593632dcbbe4c9e9429a9cec573d26fd8c91a47d554d315f25e7c2e0280ee3.png,white,black,True
1400420310c9094361a8a243545187f1d4c2365e081b3bb08c5fa29c7491a55b.png,white,black,True
bb481eae02085bbae08742f702b9ab7d8b2ff9df2fbefeee9fac51f7c77dd01f.png,white,black,True
a02ec007ae8feddb758078b1dfb8010c26886fd3c8babdc308ead8b4a63acbdb.png,white,black,True
ead9464a50a17f74bf1b6471d94ecce8d887cf518c8fedc6c6048eb948bc4e49.png,white,black,True
8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1.png,white,black,True
d7fc0d0a7339211f2433829c6553b762e2b9ef82cfe218d58ecae6643fa8e9c7.png,white,black,True
a90cad45551d62c5cfa89517df8eb5e8f2f87f1a6e6678e606907afcbad91731.png,white,black,True
b2c5d8653c621207e97b699e5c4c05d13df4f02d9db3e594b1f0c22e5b746aae.png,white,black,True
b560dba92fbf2af785739efced50d5866c86dc4dada9be3832138bef4c3524d2.png,white,black,True
bdc789019cee8ddfae20d5f769299993b4b330b2d38d1218646cf89e77fbbd4d.png,white,black,False
193ffaa5272d5c421ae02130a64d98ad120ec70e4ed97a72cdcd4801ce93b066.png,white,black,True
c322c72b9d411e631580fee9312885088b4bb14ed297aa4b246ec943533b3ffb.png,white,black,True
f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f.png,white,black,True
b76ff33ae9da28f9cd8bdce465d45f1eca399db3ffa83847535708e0d511fe38.png,white,black,True
619429303c1af7540916509fe7900cf483eba4391b06aac87ff7f66ca1ab6483.png,white,black,True
e856511ac1c34d24320eb7c56c05a4a3340d06667b4f5b8e8df615d415c7f650.png,white,black,True
212b858a66f0d23768b8e3e1357704fc2f4cf4bbe7eed8cd59b5d01031d553e6.png,white,black,True
1023509cf8d4c155467800f89508690be9513431992f470594281cd37dbd020d.png,white,black,True
ef6634efb46567d87b811be786b18c4cd0e2cda23d79b65d6afe0d259ef3ade6.png,white,black,True
da8ca06ccbb4e2a8718f7c2939ef6cc3a4088981f660842ad885a8273e740d55.png,white,black,True
0b2e702f90aee4fff2bc6e4326308d50cf04701082e718d4f831c8959fbcda93.png,white,black,True
1bd0f2b3000b7c7723f25335fabfcdddcdf4595dd7de1b142d52bb7a186885f0.png,white,black,True
cb4df20a83b2f38b394c67f1d9d4aef29f9794d5345da3576318374ec3a11490.png,white,black,True
2349e95ece2857c89db7e4a8be8c88af0b45f3c4262608120cb3bd6ef51fd241.png,white,black,True
b4d902d42c93dea77b541456f8d905f35eeb24fc3a5b0b15b5678d78e0aabe0c.png,white,black,True
e5384c905e9879cb6e8ff5250fb03155bc1db035d8dde458eece9078b7de8ff1.png,white,black,True
243443ae303cc09cfbea85bfd22b0c4f026342f3dfc3aa1076f27867910d025b.png,white,black,True
4e1c889de3764694d0dea41e5682fedb265eaf2cdbe72ff6c1f518747d709464.png,white,black,True
06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca.png,white,black,True
8b77284d6f37ab3fc826139ebadaec3b9d81c552fe525c3547bbbd6c65ac0d83.png,white,black,True
fdda64c47361b0d1a146e5b7b48dc6b7de615ea80b31f01227a3b16469589528.png,white,black,True
6f8197baf738986a1ec3b6ba92b567863d897a739376b7cec5599ad6cecafdfc.png,white,black,True
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee.png,white,black,False
03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a.png,white,black,True
5ba4facefc949c920d7054813a3e846b000969da2ed860148bdfd18456f59bcc.png,white,black,True
68f833de9f8c631cedd7031b8ed9b908c42cbbc1e14254722728a8b7d596fd4c.png,white,black,True
03398329ced0c23b9ac3fac84dd53a87d9ffe4d9d10f1b5fe8df8fac12380776.png,white,black,True
4c032609d377bd980e01f888e0b298600bf8af0e33c4271a1f3aaf76964dce06.png,white,black,True
6fb82031f7fc5f4fa6e0bc2ef3421db19036b5c2cdd2725009ab465d66d61d72.png,white,black,True
f4c4db3df4ff0de90f44b027fc2e28c16bf7e5c75ea75b0a9762bbb7ac86e7a3.png,white,black,True
9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f.png,white,black,True
dec1764c00e8b3c4bf1fc7a2fda341279218ff894186b0c2664128348683c757.png,white,black,True
3874755f6222e83006fdad4d664ec0d9697c13af4fbe24b2f9a059bb13075186.png,white,black,True
d52958107d0b1f0288f50f346a833df3df485b92d5516cfcb536e73ab7adafd0.png,white,black,True
92e7e86e765e05ce331c07a6d14f0a696eac7ee40058699243900f40b696d7aa.png,white,black,True
6aa7dd0c88bec4f96cdd497f9c37779733033d9ec6513307461302d36bd32ac7.png,white,black,True
79dfcbc9361edd3a1ffe81a5bdaa22a197ad1341f3fa64b86a646c2607d6b324.png,white,black,True
2cfa61bef6542dd359717e9131ce6f076c415a3bd7f48cb093b0d7f3b2ca785d.png,white,black,True
4b274461c6d001a7a9aeaf5952b40ac4934d1be96b9c176edfd628a8f77e6df2.png,white,black,True
bff985591dd5d6303018a6e9a3dcfb336771a414ad4605c24ce1c1155fc86a96.png,white,black,True
c0c4a829c8d33d16a02f5dc0411597329f4b4d726ed6a22b5530cf6c8e106c4e.png,white,black,True
fa751ff3a6332c95cb5cb1d28563553914295e9e7d35c4b6bd267241e8a0787c.png,white,black,True
21408476af0506331e8b5d49b385833e5ef1fbb90815fbf9af9d19b4bb145f76.png,white,black,True
d1b173875e2261f55014bd27bd7174b9ae1c769338c1b31b5d737e9e60175993.png,white,black,True
0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe.png,white,black,True
a0afead3b4fe393f6a6159de040ecb2e66f8a89090abf0d0bf5b8e1d38ae667c.png,white,black,True
505bc0a3928d8aef5ce441c5a611fdd32e1e8eccdc15cc3a52b88030acb50f81.png,white,black,False
f01a9742c43a69f087700a43893f713878e537bae8e44f76b957f09519601ad6.png,white,black,True
bbfc4aab5645637680fa0ef00925eea733b93099f1944c0aea09b78af1d4eef2.png,white,black,True
ff3407842ada5bc18be79ae453e5bdaa1b68afc842fc22fa618ac6e6599d0bb3.png,white,black,True
1f0008060150b5b93084ae2e4dabd160ab80a95ce8071a321b80ec4e33b58aca.png,white,black,True
2227fd9b01d67c2bcdb407d3205214e6dfeff9fd0725828e3b3651959942ff4a.png,white,black,True
e5aeb5b3577abbebe8982b5dd7d22c4257250ad3000661a42f38bf9248d291fd.png,white,black,True
e4537e7893e631f3ba6ae5b1023e24b233c78249a31c2f5e561f6c4cad88fcf6.png,white,black,True
8055957570d7b38f0acecdb56f3078a963a1a7307ca03fcca62212e0e95e5845.png,white,black,True
4c465a54e329ec7b0f4bc5f6acdfd3192707d6c0fbdf557339485581c5a6b3c1.png,white,black,True
b24ea5c268469a95ed155eeaf809e36030b78a2eb530a0cb2380cdc1ccdb7dd1.png,white,black,True
10328b822b836e67b547b4144e0b7eb43747c114ce4cacd8b540648892945b00.png,white,black,True
876423522bdec1602917b94163a21e05fc7b692045219b7bc96cdaf638c33c25.png,white,black,True
af8621ef0db8c26b0bce6385bd5609b584bfd678fcf7a234b8a15e6bb05c15ac.png,white,black,True
e1bcb583985325d0ef5f3ef52957d0371c96d4af767b13e48102bca9d5351a9b.png,white,black,True
514ccfc78cb55988a238d3ac9dc83460aa88382c95d56bcc0559962d9fe481ef.png,white,black,True
449fe932622db3b49366a260ddd20077219f96fb2dc0f912ad4f60b087876f3b.png,white,black,True
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab.png,white,black,False
f728de04267283f0b4daab9a840e7433b2c6034baf195fd526850439c9297687.png,white,black,True
319b6cb8b0d24b38db5e3c6fbb13b062e2766d9af5ff9bccb8f439ac0d870e52.png,white,black,True
df5cdd0ebe1bdf8dc870bc294b8f08961e083bc7f9be69e268454aa9091808b9.png,white,black,True
edd36ed822e7ed760ff73e0524df22aa5bf5c565efcdc6c39603239c0896e7a8.png,white,black,True
e23e11414ee645b51081fb202d38b793f0c8ef2940f8228ded384899d21b02c2.png,white,black,True
58c593bcb98386e7fd42a1d34e291db93477624b164e83ab2afa3caa90d1d921.png,white,black,True
1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5.png,white,black,True
dabfee30b46d23569c63fa7253ef10b2407fbe8023035a5030252313cb718097.png,white,black,True
b6d50fa22380ae3a7e8c52c5bc44a254e7b2596fd8927980dbe2c160cb5689b5.png,white,black,True
10ba6cbee4873b32d5626a118a339832ba2b15d8643f66dddcd7cb2ec80fbc28.png,white,black,True
550450e4bff4036fd671decdc5d42fec23578198d6a2fd79179c4368b9d6da18.png,white,black,False
5419302571113e9aa74c7c0a9575333ca539b871a16c86ee92b35170b4ddc52e.png,white,black,True
d6a880b1f6056f3086679de5c810e7af87cdf3bbbd0533a83e3681817fce40fc.png,white,black,True
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af.png,white,black,False
c169a7782a69ea2f38f64d2739de189e88adbcfd4a829721def8c89ecabe8b71.png,white,black,True
449f41710769584b5e4eca8ecb4c76d5272605f27da2949e6285de0860d2cbc0.png,white,black,True
9f073db4acd7e634fd578af50d4e77218742f63a4d423a99808d6fd7cb0d3cdb.png,white,black,True
3bfd6bb152310f93daa6f4e1867c10572946e874b3a30c9ba8e0fcdeb590300b.png,white,black,True
df53d0b6c2c4e45d759b2c474011e2b2b32552cd100ca4b22388ab9ca1750ee2.png,white,black,True
5ddbfba2519484316e4b7ccabfa605e6e6fd96c3d87ac8cdfd2c134571a15311.png,white,black,True
a3a1b8f9794ef589b71faa9f35fd97ad6761c4488718fbcf766e95e31afa8606.png,white,black,True
9ebcfaf2322932d464f15b5662cae4d669b2d785b8299556d73fffcae8365d32.png,white,black,True
9774c82396327929fea05e40ae153cabf0107178b2ae3e40a5709b409793887e.png,white,black,True
a3a65623e079af7988b0c1cf1e54041003c6d730c91ecf200b71c47b93a67ed6.png,white,black,True
f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81.png,white,black,True
c7d546766518703580f63d5d8f11d54971044753f53c0b257d19c2f99d4bfdd0.png,white,black,True
ce37f6dd0615d45e66e41a8f2ed6fbc0bbe3103a290394ad474207507710eacc.png,white,black,True
308084bdd358e0bd3dc7f2b409d6f34cc119bce30216f44667fc2be43ff31722.png,white,black,True
9520aff4efe87bd8f3901652fa2dde9b4bc9c679325966145ce00c1ca33f35de.png,white,black,True
e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2.png,white,black,True
371a67232f7c871ec11332292c83cd9bb16063b91d58e86f0b76ef8817bc9465.png,white,black,True
b0d6dfcc95e4d087d232378f860fc3ef9f95ea5a4c26d623a0be091f820a793f.png,white,black,True
88678981648b184b23b6c04999f29210cbe351f85b61d2bf99e306fd67a2998a.png,white,black,True
0bf4b144167694b6846d584cf52c458f34f28fcae75328a2a096c8214e01c0d0.png,white,black,True
516a0e20327d6dfcedcf57e3056115e4fb29cdf4cb349003bdfc75c9b7f5c2cf.png,white,black,True
a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd.png,white,black,True
b61d3fb0d0ebbee018346e0adeff9e9178f33aa95262779b3c196f93b4ace895.png,white,black,True
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af.png,white,black,False
5bb8508ff8ec8683fc6a8aa6bd470f6feb3af4eccdca07f51a1ebc9dad67cfb8.png,white,black,True
aa83f5b4fca02ae43a6b9456ab42707b0beabc6e7c5c4e66c0d2572fb80f3615.png,white,black,True
98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0.png,white,black,True
2e172afb1f43b359f1f0208da9386aefe97c0c1afe202abfe6ec09cdca820990.png,white,black,True
76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a.png,white,black,True
fc9269fb2e651cd4a32b65ae164f79b0a2ea823e0a83508c85d7985a6bed43cf.png,white,black,True
6eefe1f0d9c2d2c2380db3ecd2113a566ace7dfc917687bb5033b4af5b8293aa.png,white,black,True
602f267432e7a573e1092f1cf48135c82d0fbc8722bc028b9330ec801a40bb18.png,white,black,True
1db1cddf28e305c9478519cfac144eee2242183fe59061f1f15487e925e8f5b5.png,white,black,True
f93ec5e683d81005ffc2a84a1c0299b2406ad14b764b824e013f7ca3a13833b5.png,white,black,True
930f246a8e4ff273a72a6e4b3cf8e8caff94fca4eaf1dbe6f93ba37b8195c0a0.png,white,black,True
23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e.png,white,black,True
eeb142344e9de3250ab748f93940bf06be70d5078337680998468a134a101698.png,white,black,True
2c83c86dd4e5dacc024b55629375567fb8e320a82ef86f541cfe54764040fc25.png,white,black,True
aa4d989d262c618ac2793579e200cc71b3767f84698ae5f669867f23cdfe2568.png,white,black,True
8d9b4205ddb10fa49a2973b4f3a2dc6923407ae015081e1a52c4b4c2fe8faa53.png,white,black,True
5d21acedb3015c1208b31778561f8b1079cca7487399300390c3947f691e3974.png,white,black,True
0ddd8deaf1696db68b00c600601c6a74a0502caaf274222c8367bdc31458ae7e.png,white,black,True
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580.png,white,black,False
797945873ca2a95f028671714b71eb3f883efe9dae7fcd3fc0ea1521efb73aaa.png,white,black,True
538b7673d507014d83af238876e03617396b70fe27f525f8205a4a96900fbb8e.png,white,black,True
dad607a203483439fcbc2acecd0a39fb5e5a94a32a94348f5c802c79cfeb6e7c.png,white,black,True
3852c7e45bd885b9537e276861ab50b99bb42f0f8e717d2f88174c62862ca3ff.png,white,black,True
b1eb0123fe2d8c825694b193efb7b923d95effac9558ee4eaf3116374c2c94fe.png,white,black,True
a101a00fea63f0c43abe5323f4f890bec881eb0caa3bc8498991ff5fd207ed91.png,white,black,True
8aa1a883f61f0bb5af3d3d60acaaf33af45ef4fbffaac15ae838bc1ce37b6fbf.png,white,black,True
ce88df7356d9d4a8d5944a93768f4c4b593de2d35616f7448c2b37b9fd60dd1f.png,white,black,True
e17b7aedd251a016c01ef9158e6e4aa940d9f1b35942d86028dc1222192a9258.png,white,black,False
40bcdad218ac5f0885fc247d88fcad9f729f55c81c79d241a8f1559b6d8c0574.png,white,black,True
fadeb0ab092833f27daaeb3e24223eb090f9536b83f68cde8f49df7c544f711b.png,white,black,True
afa272dc01825d4b929b3bfc79a10f68dd3c163c450d858b964d1ce0bc93e131.png,white,black,True
53ad09e4348767bece0165884bf40c10b72ae18444e3f414a850442f02385efc.png,white,black,True
0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c.png,white,black,True
9cdac2870cfe65b6cb61bd151020068a3b427118a27343767b07ea39483fee32.png,white,black,True
08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a.png,white,black,True
c3bec1066aae20f48b82975e7e8b684cd67635a8baf211e4d9e3e13bc54c5d06.png,white,black,True
1879f4f4f05e2bada0ffeb46c128b8df7a79b14c84f38c3e216a69653495153b.png,white,black,False
b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db.png,white,black,True
f0a75e0322f11cead4219aa530673fe5eef67580fb6fccc254963c9fc6b58aa1.png,white,black,True
6b61ab2e3ff0e2c7a55fd71e290b51e142555cf82bc7574fc27326735e8acbd1.png,white,black,True
3bf7873f11823f4b64422f49c8248dd95c0d01f9ae9075ae3d233bbb21a3d875.png,white,black,True
1a75de9e11303142864efed27e69ea1960dbd82ca910de221a777ed2caf35a6b.png,white,black,True
2f929b067a59f88530b6bfa6f6889bc3a38adf88d594895973d1c8b2549fd93d.png,white,black,True
cf26c41245febfe67c2a1682cc4ee8752ee40ae3e49610314f45923b8bf5b08a.png,white,black,True
295682d9eb5acb5c1976a460c085734bfaf38482b0a3f02591c2bfdcd4128549.png,white,black,False
670ebd9d674be236b9bf0b28650ad3f68e1891b06e16a9021fd069ca7ef32b78.png,white,black,True
1a75e9f15481d11084fe66bc2a5afac6dc5bec20ed56a7351a6d65ef0fe8762b.png,white,black,True
13c8ff1f49886e91c98ce795c93648ad8634c782ff57eb928ce29496b0425057.png,white,black,True
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b.png,white,black,False
2c840a94d216f5ef4e499b53ae885e9b022cbf639e004ec788436093837823b2.png,white,black,True
4829177d0b36abdd92c4ef0c7834cbc49f95232076bdd7e828f1f7cbb5ed80ec.png,white,black,True
547ef286ee5f4e5dce533e982e6992ada67b7d727fdd3cfa6576f24c631a7ae6.png,white,black,True
1e8408fbb1619e7a0bcdd0bcd21fae57e7cb1f297d4c79787a9d0f5695d77073.png,white,black,True
bf566e75d5cb0196de4139573f8bbbda0fa38d5048edf7267fe8793dcc094a66.png,white,black,True
29dd28df98ee51b4ab1a87f5509538ecc3e4697fc57c40c6165658f61b0d8e3a.png,white,black,True
51c70bb8a299943b27f8b354571272692d8f2705036a1a9562156c76da5f025b.png,white,black,False
5f9d29d6388c700f35a3c29fa1b1ce0c1cba6667d05fdb70bd1e89004dcf71ed.png,white,black,True
0402a81e75262469925ea893b6706183832e85324f7b1e08e634129f5d522cdd.png,white,black,True
5b0bde771bc67c505d1b59405cbcad0a2766ec3ee4e35852e959552c1b454233.png,white,black,True
30311520606ec99b6a810ae1a9a753df991777d374212423bb075c408a98ed74.png,white,black,True
0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e.png,white,black,True
7ba20aa731cc21af74a8d940254176cbad1bdc44f240b550341c6d9c27509daa.png,white,black,True
c75139ef0546d2240b37afb3219eb74a06b7977818697d5c3138796472483af3.png,white,black,True
93c5638e7e6433b5c9cc87c152bcbe28873d2f9d6a392cca0642520807542a77.png,white,black,True
0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9.png,white,black,True
8ecdb93582b2d5270457b36651b62776256ade3aaa2d7432ae65c14f07432d49.png,white,black,True
c620631271a56407d6d69fa1a69451ca99c50dcc30e29db04cf6fb7cacbde8cb.png,white,black,True
4727d94c6a57ed484270fdd8bbc6e3d5f2f15d5476794a4e37a40f2309a091e2.png,white,black,False
7d40ea6ead1bec903f26d9046d291aedcb12a584b4d3b337ea252b34c7d86072.png,white,black,True
d6eb7ce7723e2f6dc13b90b41a29ded27dbd815bad633fdf582447c686018896.png,white,black,False
f6b16c885c0b2bc0d0eb2bb2eeb0a2753ebafb5a7a91da10e89b0b0478984637.png,white,black,True
5953af5080d981b554529971903d8bee9871457a4361b51f04ba04f43793dd8f.png,white,black,True
c043d5ac9dd466052e53491d0d513b0684f493d320b820f6dc2e05330ce58ec3.png,white,black,True
8a65e41c630d85c0004ce1772ff66fbc87aca34cb165f695255b39343fcfc832.png,white,black,True
33d0a9b24c25852ce35274b4b1777484ccd21f44dbe35491cc926e5948c1ce3e.png,white,black,True
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1.png,white,black,True
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d.png,white,black,False
d256b32adda37f2301c9e46f34b7f9a36cce273256369ceb5dc2c73c3007e3c4.png,white,black,True
1c2f9e121fc207efff79d46390df1a740566b683ff56a96d8cabe830a398dd2e.png,white,black,True
20c37b1ad2f510ed7396969e855fe93d0d05611738f6e706e8ca1d1aed3ded45.png,white,black,True
45cc00f2ef95da6698bf590663e319d7c0ed4fb99d42dd3cf4060887da74fb81.png,white,black,True
8e8a7a14749d0b2e48de3d10e2e80063f17b165ad921c8afc0623f08500f3259.png,white,black,True
06c779330d6d3447be21df2b9f05d1088f5b3b50dc48724fc130b1fd2896a68c.png,white,black,True
2a2032c4ed78f3fc64de7e5efd0bec26a81680b07404eaa54a1744b7ab3f8365.png,white,black,True
9facc652efe19f634639585d692a53dd6c2a8e2f0c9baebdfd85b9b41ec58851.png,white,black,True
4ff152d76db095f75c664dd48e41e8c9953fd0e784535883916383165e28a08e.png,white,black,True
df40099c6306ca1f47fcc8a62e2fa39486d4e223177afdc51b2ad189691802d8.png,white,black,False
bc115ff727e997a88f7cfe4ce817745731a6c753cb9fab6a36e7e66b415a1d3d.png,white,black,True
27c30f9011492f234e4587c9a4b53c787037d486f658821196fe354240ac3c47.png,white,black,True
20b20ab049372d184c705acebe7af026d3580f5fd5a72ed796e3622e1685af2f.png,white,black,True
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b.png,white,black,False
4d40de30a3db3bc4f241cb7f48e8497c11e8f20a99bf55788bdce17242029745.png,white,black,True
2dec81a678ddcac2b110acffe82427d857695180bd841e3f9736a554acf832af.png,white,black,True
49edc2f7715100fb0390916e52b3fd11a921f02e59509dc987f67840a36250fc.png,white,black,True
0bda515e370294ed94efd36bd53782288acacb040c171df2ed97fd691fc9d8fe.png,white,black,True
57d88f45e479ce3821839b2706d667758c63ac769d76800d815c73d2507c1e42.png,white,black,True
b3b1626f8ad156acb2963d1faa6a368f9378a266c3b90d9321087fdc5b3032b4.png,white,black,True
cc88627344305b9a9b07f8bd042cb074c7a834c13de67ff4b24914ac68f07f6e.png,white,black,True
958114e5f37d5e1420b410bd716753b3e874b175f2b6958ebf1ec2bdf776e41f.png,white,black,True
6fc83b33896f58a4a067d8fdcf51f15d4ae9be05d8c3815d23336f1f2a8c45a1.png,white,black,True
d7db360fabfce9828559a21f6bffff589ae868e0dc6101d7c1212de34a25e3cb.png,white,black,True
e4fc936ba57a936aaa5941ccc70946ab18fcebcb6e8d85a097c584aff9ca4d88.png,white,black,True
295ac4ecf2ee0211c065cf5dbb93b1eb8e61347153447209cd110e9c3e355e81.png,white,black,True
54cb3328e778d87f76062b0550e3bc190f46384acd8efbe58c297265d1906e84.png,white,black,True
5b12df18e4ae4df5af06052584cf0e6bef58ee2a220653890636eef88a944e14.png,white,black,True
7ac468eb217b7058d22c1711285d21949b4121bf3fa3217e3e51453666ebecff.png,white,black,True
