ImageId,EncodedPixels
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,229943 2 230455 2 230966 3 231473 8 231985 8 232496 8 233007 8 233519 7 234031 6 234543 6
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,141875 6 142387 7 142899 8 143411 8 143924 6 144437 4 144949 4
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,234045 6 234557 6 235069 7 235581 12 236093 12 236605 12 237117 12 237629 11 238141 10 238653 10 239165 9 239677 8 240189 8 240700 8 241211 8 241722 9 242233 10 242745 10 243257 9 243769 8 244281 8 244792 8 245301 10 245813 10 246325 10 246837 10 247350 8 247863 6 248375 6
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,136259 2 136771 2
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,58977 4 59488 4 59999 4 60511 4 61023 3 61535 2 62047 2 62558 3 63069 4 63580 4 64091 4 64603 4 65115 3 65627 2 66139 2
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,138859 2 139371 2 139882 4 140391 16 140903 16 141414 18 141925 20 142436 21 142947 22 143459 22 143970 24 144481 26 144993 26 145504 28 146015 30 146527 30 147039 30 147551 30 148063 30 148575 30 149087 30 149598 30 150109 30 150620 31 151131 32 151643 32 152156 30 152669 28 153181 28 153694 6 153702 18 154207 4 154215 16 154730 10 155243 8 155755 8 156267 7 156779 6 157291 6 157802 6 158313 6 158824 6 159331 10 159843 10
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,23651 4 24162 6 24673 8 25185 8 25697 8 26209 8 26721 8 27232 4 27741 6 28254 5 28767 4 29279 4
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,235619 6 236131 6 236642 8 237151 16 237662 18 238173 22 238685 22 239197 23 239709 24 240221 24 240734 24 241247 24 241760 23 242273 22 242785 22 243298 21 243811 20 244323 20 244836 19 245349 18 245860 19 246371 20 246883 20 247395 20 247907 20 248419 20 248931 20 249443 20 249964 11 250477 10 250989 10 251504 6 252017 4 252529 4
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,158303 4
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,265311 4 265823 4 266335 5 266847 14 267359 14 267871 14 268383 14 268896 13 269409 12 269921 12 270434 6 270947 4 271459 4
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,219237 2 219749 2 220261 3 220773 6 221285 6 221797 6 222309 6 222822 5 223335 4 223847 4
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,102521 4 103032 6 103543 8 104055 8 104566 8 105075 10 105587 10 106099 9 106611 8 107123 8 107635 8 108147 8 108659 8 109171 8 109181 2 109683 8 109693 2 110195 12 110707 12 111220 11 111733 10 112245 10 112756 11 113267 12 113779 12 114291 12 114803 12 115314 12 115823 14 116335 14 116846 14 117357 14 117869 14 118382 14 118895 14 119408 13 119921 12 120433 12 120946 11 121459 10 121971 10 122483 10 122995 10 123510 4 124023 2 124535 2
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,49267 2 49779 2
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,75387 4 75898 5 76409 6 76921 6 77433 6 77945 6 78457 6 78968 5 79479 6 79990 6 80501 6 81013 6 81526 4 82039 2 82551 2
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,198817 8 199329 8 199840 10 200351 14 200863 14 201374 16 201885 18 202396 20 202907 22 203419 22 203930 23 204421 6 204441 24 204933 6 204953 24 205446 6 205465 25 205959 12 205977 28 206007 4 206476 7 206489 35 206989 6 207001 40 207501 6 207513 40 208013 6 208024 41 208525 6 208535 42 209037 6 209047 42 209549 6 209559 42 210061 6 210071 42 210573 6 210583 41 211085 6 211095 40 211597 6 211607 40 212109 6 212119 40 212621 6 212631 40 213133 6 213143 40 213645 6 213655 38 214157 6 214167 38 214669 6 214679 38 215181 6 215191 38 215693 6 215703 38 216205 7 216214 38 216701 4 216717 46 217213 4 217229 46 217725 8 217737 50 218237 8 218249 50 218749 9 218760 50 219261 60 219773 60 220285 59 220797 58 221309 58 221819 58 222331 58 222842 32 222878 23 223353 32 223391 22 223865 32 223903 22 224377 33 224415 21 224889 34 224927 20 225401 34 225440 19 225911 36 225953 18 226423 36 226465 18 226935 37 226980 14 227447 40 227493 12 227959 40 228005 12 228471 41 228518 8 228983 42 229031 6 229495 43 230007 44 230519 44 231031 43 231543 42 232055 42 232572 28 233085 26 233600 20 234113 18 234625 18 235138 16 235651 14 236163 14
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,83075 4 83587 4 84099 4 84611 4 85123 4
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,42639 2 43151 2 43661 8 44173 8 44684 10 45195 14 45707 14 46218 16 46729 18 47241 18 47753 18 48265 18 48776 19 49287 20 49799 20 50311 17 50823 12 50837 2 51335 9 51845 10 52357 10 52870 8 53383 6 53895 6 54408 4 54921 2
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,68231 16 68743 16 69254 18 69765 20 70277 20 70790 19 71303 18 71816 16 72329 14 72841 14 73358 8 73871 6 74383 6
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,145 6 657 6 1169 3 1681 2 2193 2 2704 3 3213 6 3725 6 4241 2 4753 2
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,245391 8 245903 9 246415 10 246927 10 247439 11 247951 18 248463 18 248975 19 249487 20 249998 22 250509 24 251021 24 251533 24 252045 24 252557 24 253069 24 253581 24 254093 24 254605 24 255117 24 255629 24 256141 24 256653 24 257165 24 257677 24 258189 24 258701 24 259213 24 259725 23 260237 22 260749 22 261265 18 261777 18 262290 17 262803 16 263315 16 263828 15 264341 14 264853 14 265367 12 265879 12 266392 11 266905 10 267417 10 267930 9 268443 8 268956 6 269469 4 269981 4
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,182419 10 182931 10 183442 11 183951 14 184463 14 184975 14 185487 14 186000 13 186513 4 186519 6 187025 4 187031 6 187538 3 188051 2 188563 2
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,265361 2 265873 2
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,266899 2 267411 2 267923 3 268435 4
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,291485 4 291997 4 292508 6 293015 12 293526 13 294037 14 294549 14 295060 15 295571 16 296083 16 296597 14 297109 14 297620 15 298131 16 298643 16 299155 16 299667 16 300179 16 300691 16 301203 16 301715 16 302227 16 302739 16 303251 16 303763 16 304275 16 304789 12 305301 12 305813 11 306325 10 306837 10 307349 7 307861 6 308373 6
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,312981 6 313493 6 314005 6 314517 6 315029 6 315541 5 316053 4 316564 4 317075 4 317587 4 318099 4 318611 4 319123 4 319635 5 320147 8 320660 8 321173 8 321685 8 322198 6 322711 4 323223 4
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,103575 2 104087 2
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,55005 4 55516 4 56025 6 56037 6 56537 6 56549 6 57048 8 57060 8 57559 24 58071 24 58582 25 59091 28 59603 27 60115 26 60627 26 61138 26 61643 32 62155 32 62666 33 63177 34 63688 30 64199 30 64711 30 65222 30 65733 30 66245 30 66757 29 67269 28 67780 29 68291 30 68803 30 69314 31 69825 32 70337 32 70849 31 71361 30 71872 30 72381 32 72893 32 73405 27 73917 26 74429 26 74941 27 75453 28 75965 25 76477 24 76989 24 77500 24 78011 24 78523 24 79034 25 79545 26 80057 26 80569 26 81081 26 81594 10 81606 12 82107 8 82119 10 82619 8 82631 10 83133 6 83143 8 83645 6 83655 8 84166 9 84677 10 85189 10 85702 10 86215 10 86727 10 87239 12 87751 12 88263 13 88775 16 89287 16 89799 17 90311 20 90823 20 91333 26 91845 26 92356 28 92865 32 93377 32 93888 33 94397 36 94909 36 95419 38 95931 38 96442 26 96472 6 96953 26 96985 4 97465 26 97497 4 97977 15 98489 14 99001 14 99513 14 99547 6 100025 14 100059 6 100536 16 100570 7 101035 4 101043 22 101081 8 101547 4 101555 22 101593 8 102058 6 102066 24 102104 9 102569 40 102613 12 103080 42 103124 13 103591 58 104103 58 104614 58 105125 58 105637 58 106149 58 106661 58 107174 52 107687 50 108199 50 108711 49 109223 48 109735 48 110246 48 110757 48 111269 48 111771 6 111781 48 112283 6 112293 48 112795 7 112804 49 113307 58 113819 58 114330 42 114374 15 114841 42 114887 14 115353 43 115404 8 115865 46 115917 6 116377 46 116429 6 116890 46 117403 46 117915 46 118428 46 118941 46 119452 47 119963 48 120475 48 120987 48 121499 48 122011 48 122523 46 123035 46 123547 43 124059 42 124571 42 125084 40 125597 38 126109 38 126623 36 127135 36 127648 35 128161 34 128673 34 129188 30 129701 28 130213 28 130727 26 131239 26 131752 25 132265 24 132777 24 133290 22 133803 20 134315 20 134833 10 135345 10
